Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
均,22343,均,22343,jūn/yùn,5,903,36842,87.43353794
匀,21248,勻,21243,yún,5,2692,2890,98.80257525
幕,24149,幕,24149,mù/màn,5,1315,18138,93.03101396
砍,30733,砍,30733,kǎn,5,2217,5418,97.81981891
靠,38752,靠,38752,kào,5,808,42988,85.46882577
颗,39063,顆,38982,kē,5,1448,14987,94.16610357
闲,38386,閑,38289,xián,5,1529,13316,94.75772901
控,25511,控,25511,kòng/kōng/qiāng,5,780,45664,84.82690525
夸,22840,誇,35463,kuā,5,1955,7594,96.95777273
宽,23485,寬,23532,kuān,5,1155,23918,91.31475089
昆,26118,昆,26118,kūn/hún/kùn,5,1759,9557,96.09468006
虫,34411,蟲,34802,chóng/zhòng/tóng,5,1287,18909,92.76261953
扩,25193,擴,25844,kuò/tǎng/guàng,5,1051,28331,89.92542935
椒,26898,椒,26898,jiāo,5,3187,1518,99.34061886
拦,25318,攔,25876,lán,5,1996,7091,97.11295452
烂,28866,爛,29211,làn,5,1754,9635,96.0699214
朗,26391,朗,26391,lǎng,5,1276,19288,92.65414633
劳,21171,勞,21214,láo/lào/liáo,5,679,56119,82.17833182
婆,23110,婆,23110,pó/po,5,1347,17603,93.32632359
鼠,40736,鼠,40736,shǔ,5,1693,10476,95.75256778
姥,23013,姥,23013,mǔ/lǎo,5,2874,2249,99.04308034
雷,38647,雷,38647,léi,5,686,55226,82.37984392
类,31867,類,39006,lèi,5,311,138280,65.43961118
厘,21400,厘,21400,lí/chán,5,2262,5096,97.9418138
梨,26792,梨,26792,lí,5,3004,1884,99.18131933
润,28070,潤,28516,rùn,5,1369,16922,93.52289729
益,30410,益,30410,yì,5,649,60896,81.26544949
恋,24651,戀,25088,liàn,5,1464,14674,94.28881575
良,33391,良,33391,liáng/liǎng,5,835,41167,86.05913496
粮,31918,糧,31975,liáng,5,1303,18528,92.91727885
食,39135,食,39135,shí/shi/sì/yì,5,671,58110,81.94165043
灵,28789,靈,38728,líng/ling,5,734,50134,83.68536926
铃,38083,鈴,37428,líng,5,1969,7404,97.01181657
域,22495,域,22495,yù,5,847,40597,86.31266975
浏,27983,浏,27983,liú,5,2841,2355,99.00398502
览,35272,覽,35261,lǎn/làn,5,1886,8259,96.67517085
泪,27882,淚,28122,lèi/lì,5,1271,19411,92.60414686
龙,40857,龍,40845,lóng,5,696,54169,82.6622148
漏,28431,漏,28431,lòu,5,2052,6627,97.31119227
陆,38470,陸,38520,lù/liù,5,675,57430,82.06101643
轮,36718,輪,36650,lún,5,1096,25958,90.55402819
逻,36923,邏,37007,luó/luò,5,1591,11959,95.16069532
骂,39554,罵,32629,mà,5,1449,14976,94.17384294
麦,40614,麥,40613,mài,5,1171,23271,91.50995717
馒,39314,饅,39237,mán,5,3628,881,99.60583092
矛,30683,矛,30683,máo,5,1441,15059,94.11181116
盾,30462,盾,30462,dùn/shǔn/yǔn,5,1395,16080,93.74435729
贸,36152,貿,36031,mào,5,1092,26198,90.50020398
眉,30473,眉,30473,méi,5,1460,14763,94.25839933
媒,23186,媒,23186,méi/mèi,5,1506,13802,94.59635562
煤,29028,煤,29028,méi,5,1740,9832,95.9995487
炭,28845,炭,28845,tàn,5,2369,4405,98.20474891
魅,39749,魅,39749,mèi,5,2662,2991,98.75704958
秘,31192,秘,31192,mì/bì/bié,5,896,37560,87.29869992
蜜,34588,蜜,34588,mì,5,2014,6919,97.17806635
蜂,34562,蜂,34562,fēng,5,1912,7989,96.78408228
苗,33495,苗,33495,miáo,5,1920,7946,96.81700305
描,25551,描,25551,miáo/mào,5,1246,20247,92.34782866
胜,32988,勝,21213,shèng,5,743,49565,83.91732207
迹,36857,迹,36857,jì,5,1098,25920,90.58082039
显,26174,顯,39023,xiǎn/xiàn,5,469,87825,74.45247003
令,20196,令,20196,lìng/líng/lián/lǐng,5,378,114570,69.75869669
摸,25720,摸,25720,mō,5,1367,17067,93.50539791
摩,25705,摩,25705,mó/mí/mā,5,1162,23645,91.40083696
托,25176,托,25176,tuō,5,799,44052,85.26647131
陌,38476,陌,38476,mò,5,2243,5220,97.89118642
某,26576,某,26576,mǒu,5,517,79482,76.51369286
木,26408,木,26408,mù,5,694,54433,82.60617927
嫩,23273,嫩,23273,nèn,5,2500,3707,98.47779595
源,28304,源,28304,yuán,5,670,58145,81.91162005
嗯,21999,嗯,21999,ēn,5,2042,6707,97.2767811
宁,23425,甯,29999,nìng/níng,5,1019,30001,89.44229416
农,20892,農,36786,nóng,5,465,88412,74.27050223
村,26449,村,26449,cūn,5,712,52603,83.10187647
浓,27987,濃,28611,nóng,5,1585,12016,95.12352452
欧,27431,歐,27472,ōu/ǒu,5,823,42504,85.79973104
拍,25293,拍,25293,pāi,5,1167,23483,91.46161606
派,27966,派,27966,pài,5,532,76750,77.11779608
盼,30460,盼,30460,pàn/fén,5,2174,5689,97.69664835
培,22521,培,22521,péi/pǒu/pī,5,1152,24009,91.27763332
赔,36180,賠,36064,péi,5,1734,9960,95.96885166
偿,20607,償,20767,cháng,5,1329,17919,93.16128929
佩,20329,佩,20329,pèi,5,1507,13784,94.60347898
盆,30406,盆,30406,pén,5,2035,6780,97.25242553
碰,30896,碰,30896,pèng,5,1371,16919,93.54038478
披,25259,披,25259,pī,5,2032,6790,97.24191309
疲,30130,疲,30130,pí,5,1778,9364,96.18750087
匹,21305,匹,21305,pǐ,5,1908,8025,96.76753069
飘,39128,飄,39108,piāo,5,1527,13357,94.74395979
拼,25340,拼,25340,pīn/bìng,5,1820,8842,96.38522235
频,39057,頻,38971,pín/bīn,5,1535,13127,94.79867235
衡,34913,衡,34913,héng,5,1340,17719,93.26248099
凭,20973,憑,24977,píng,5,1410,15619,93.86708394
迫,36843,迫,36843,pò/pǎi,5,1006,30930,89.23730669
企,20225,企,20225,qǐ,5,450,93453,73.57010075
启,21551,啓,21843,qǐ,5,1320,18041,93.07771118
氛,27675,氛,27675,fēn,5,2009,6968,97.16015044
谦,35878,謙,35609,qiān/zhàn,5,2345,4588,98.14912784
虚,34394,虛,34395,xū,5,1071,27076,90.21139757
浅,27973,淺,28154,qiǎn,5,1721,10088,95.90152748
欠,27424,欠,27424,qiàn,5,1948,7682,96.9301361
枪,26538,槍,27085,qiāng,5,874,38569,86.86645256
墙,22681,牆,29254,qiáng,5,1212,21101,91.98366775
抢,25250,搶,25654,"qiǎng, qiāng",5,1412,15596,93.88320557
悄,24708,悄,24708,qiāo/qiǎo/qiào,5,1434,15141,94.05716371
瞧,30631,瞧,30631,qiáo,5,1551,12745,94.90514197
妙,22937,妙,22937,miào/miǎo,5,1250,20165,92.38958697
勤,21220,勤,21220,qín/qí,5,1565,12536,94.99649201
青,38738,青,38738,qīng,5,497,82619,75.67775466
绪,32490,緒,32210,xù,5,1413,15571,93.89125243
趋,36235,趨,36264,qū/cù/qù/cǒu,5,1486,14160,94.45239478
势,21183,勢,21218,shì/shi,5,506,80705,76.05793643
娶,23094,娶,23094,qǔ,5,2494,3733,98.46626234
圈,22280,圈,22280,quān,5,1366,17115,93.49657794
权,26435,權,27402,quán/guàn,5,297,144506,64.41830112
劝,21149,勸,21240,quàn,5,1562,12587,94.97704022
乏,20047,乏,20047,fá,5,1399,16010,93.77751784
群,32676,群,32676,qún,5,570,70459,78.56805433
燃,29123,燃,29123,rán,5,1553,12708,94.91828175
绕,32469,繞,32350,rào,5,1485,14172,94.4450771
币,24065,幣,24163,bì,5,1188,22592,91.71103982
忍,24525,忍,24525,rěn/rèn,5,1127,24862,90.96168535
软,36719,軟,36575,ruǎn,5,1043,28885,89.8069176
弱,24369,弱,24369,ruò,5,1038,29129,89.73213724
洒,27922,灑,28753,sǎ,5,2283,4961,97.99629587
嗓,21971,嗓,21971,sǎng,5,2496,3724,98.47011497
杀,26432,殺,27578,shā,5,587,68776,79.17842977
漠,28448,漠,28448,mò,5,1777,9366,96.1826617
滩,28393,灘,28760,tān/hàn/nàn,5,2062,6550,97.34522308
傻,20667,傻,20667,shǎ,5,1989,7167,97.08719588
晒,26194,曬,26348,shài,5,2630,3124,98.7065421
删,21024,刪,21034,shān,5,2780,2577,98.92652927
闪,38378,閃,38275,shǎn,5,1113,25427,90.7797527
扇,25159,扇,25159,shàn/shān,5,1993,7125,97.10195423
蛇,34503,蛇,34503,shé,5,1689,10538,95.73088141
舍,33293,舍,33293,shě/shè/shì,5,1344,17647,93.29901563
射,23556,射,23556,shè/yè/yì,5,703,53184,82.85609966
击,20987,擊,25802,jī/jì/xí,5,395,107513,70.72803574
摄,25668,攝,25885,shè/zhé/niè/shà,5,1403,15801,93.81039984
伸,20280,伸,20280,shēn,5,1161,23732,91.38861757
升,21319,升,21319,shēng,5,837,41105,86.10163227
绳,32499,繩,32361,shéng/sheng/yìng/mǐn/shèng,5,1983,7256,97.06486612
略,30053,略,30053,è/lüè,5,704,53068,82.88352441
眠,30496,眠,30496,mián/miǎn/mǐn,5,1986,7195,97.07606175
诗,35799,詩,35433,shī,5,906,36762,87.49056673
狮,29422,獅,29509,shī,5,2211,5456,97.80299549
石,30707,石,30707,shí/dàn,5,414,102149,71.75649758
髦,39654,髦,39654,máo,5,3149,1575,99.31030993
尚,23578,尚,23578,shàng/shang/cháng,5,878,38376,86.94590931
践,36341,踐,36368,jiàn,5,1578,12242,95.07970217
劲,21170,勁,21185,jìn/jìng,5,1358,17307,93.42554324
兵,20853,兵,20853,bīng,5,398,106982,70.89417854
似,20284,似,20284,shì/sì,5,431,98057,72.63170887
卷,21367,卷,21367,juǎn/juàn/quán/quān/gǔn/jùn,5,1016,30343,89.39558247
套,22871,套,22871,tào/tǎo,5,1091,26301,90.48666524
寿,23551,壽,22781,shòu,5,1615,11646,95.30706592
梳,26803,梳,26803,shū,5,2717,2806,98.83932074
蔬,34092,蔬,34092,shū/shǔ,5,2721,2799,98.84511494
摔,25684,摔,25684,shuāi,5,2270,5035,97.96274876
甩,29993,甩,29993,shuǎi,5,2603,3208,98.66241589
税,31246,稅,31237,shuì,5,781,45615,84.8504784
丝,19997,絲,32114,sī,5,1026,29585,89.55003198
绸,32504,綢,32162,chóu/tāo/diào,5,2635,3098,98.71457346
毫,27627,毫,27627,háo,5,879,38374,86.96574042
私,31169,私,31169,sī,5,1023,29700,89.50408565
撕,25749,撕,25749,sī,5,2334,4668,98.12284311
搜,25628,搜,25628,sōu/xiāo/sòu/shǎo,5,1564,12537,94.99001359
索,32034,索,32034,suǒ/suo,5,805,43365,85.40201889
宿,23487,宿,23487,sù/xiǔ/xiù/qī,5,1752,9693,96.0599521
碎,30862,碎,30862,suì,5,1420,15334,93.94701303
损,25439,損,25613,sǔn,5,911,36444,87.5850304
缩,32553,縮,32302,suō/sù,5,1304,18495,92.9268368
锁,38145,鎖,37782,suǒ,5,1558,12638,94.9509865
拳,25331,拳,25331,quán,5,1784,9290,96.21639588
坦,22374,坦,22374,tǎn,5,1017,30341,89.41126225
烫,28907,燙,29145,tàng,5,2903,2149,99.07600472
逃,36867,逃,36867,táo,5,996,31468,89.07617205
桃,26691,桃,26691,táo,5,1839,8639,96.47080093
淘,28120,淘,28120,táo,5,2499,3718,98.47588023
殊,27530,殊,27530,shū,5,1191,22407,91.74581067
征,24449,征,24449,zhēng,5,739,49855,83.81453402
倡,20513,倡,20513,chàng/chāng,5,2185,5622,97.7287438
纲,32434,綱,32177,gāng,5,1934,7832,96.87410935
贴,36148,貼,36028,tiē,5,1454,14888,94.21240235
挑,25361,挑,25361,tiāo/tiǎo/táo/diào/tiáo/tiao,5,1309,18417,92.97449214
战,25112,戰,25136,zhàn,5,145,278776,49.0687997
痛,30171,痛,30171,tòng,5,730,50459,83.58140811
偷,20599,偷,20599,tōu,5,1284,19006,92.7332589
投,25237,投,25237,tóu/dòu,5,516,79708,76.47261774
透,36879,透,36879,tòu/shū,5,1077,26836,90.29492142
土,22303,土,22303,tǔ/dù/chǎ/tú,5,515,79809,76.43142583
吐,21520,吐,21520,"tǔ, tù",5,1653,11132,95.53013106
兔,20820,兔,20820,tù/tú/chān,5,2364,4418,98.19335483
团,22242,團,22296,tuán,5,405,104151,71.27583831
荐,33616,薦,34214,jiàn,5,2367,4406,98.20019551
退,36864,退,36864,tuì,5,723,51272,83.39742485
歪,27498,歪,27498,wāi,5,2239,5251,97.88038407
络,32476,絡,32097,luò/lào,5,1118,25256,90.84528054
返,36820,返,36820,fǎn,5,1430,15179,94.02584653
威,23041,威,23041,wēi,5,622,64559,80.38834573
胁,32961,脅,33029,xié/xiàn/xī,5,1494,13948,94.51037187
违,36829,違,36949,wéi/huí,5,1184,22751,91.66423872
唯,21807,唯,21807,wéi/wěi,5,1094,26041,90.52717448
维,32500,維,32173,wéi/yí,5,520,78877,76.63625775
伟,20255,偉,20553,wěi,5,1107,25591,90.70067217
尾,23614,尾,23614,wěi/yǐ,5,1282,19076,92.71358489
巴,24052,巴,24052,ba/bā,5,546,74917,77.6675211
委,22996,委,22996,wěi/wēi/wèi,5,457,90263,73.90028614
屈,23624,屈,23624,qū/qu/jué/què/jú,5,1684,10591,95.70359774
未,26410,未,26410,wèi,5,385,110491,70.16512546
置,32622,置,32622,zhì/zhi,5,677,57255,82.12023174
胃,32963,胃,32963,wèi,5,1957,7533,96.96558807
柔,26580,柔,26580,róu,5,1573,12389,95.04798345
吻,21563,吻,21563,wěn,5,1973,7395,97.02710824
稳,31283,穩,31337,wěn,5,1055,28031,89.98368654
卧,21351,臥,33253,wò,5,1944,7696,96.91424805
屋,23627,屋,23627,wū,5,863,39588,86.6443135
奈,22856,奈,22856,nài,5,1624,11509,95.36092527
谓,35859,謂,35586,wèi,5,945,34527,88.20779784
武,27494,武,27494,wǔ,5,501,81863,75.84797231
勿,21247,勿,21247,wù,5,2563,3400,98.59433668
雾,38654,霧,38695,wù,5,1670,10856,95.62639366
瞎,30606,瞎,30606,xiā,5,2395,4260,98.26305312
载,36733,載,36617,zài/zǎi/dài/zāi/zī,5,977,32456,88.76253412
吓,21523,嚇,22151,xià,5,1466,14620,94.3039374
艳,33395,豔,35924,yàn,5,2104,6172,97.4829396
县,21439,縣,32291,xiàn,5,877,38407,86.92607716
限,38480,限,38480,xiàn/wěn,5,613,66018,80.08555667
肠,32928,腸,33144,cháng,5,1921,7939,96.8211058
享,20139,享,20139,xiǎng,5,1227,20830,92.14612071
项,39033,項,38917,xiàng,5,571,70453,78.6044634
链,38142,鏈,37832,liàn/lián,5,2099,6223,97.46696629
棋,26827,棋,26827,qí/jī,5,2089,6294,97.43467652
销,38144,銷,37559,xiāo,5,904,36821,87.45256649
孝,23389,孝,23389,xiào,5,2116,6112,97.52103235
歇,27463,歇,27463,xiē,5,1828,8733,96.42150997
斜,26012,斜,26012,xié,5,1786,9264,96.22597708
血,34880,血,34880,xuè,5,658,59944,81.54656199
欣,27427,欣,27427,xīn,5,1523,13500,94.71619861
赏,36175,賞,36062,shǎng,5,1450,14946,94.18156681
形,24418,形,24418,xíng/xing,5,269,162049,62.22910472
状,29366,狀,29376,zhuàng,5,624,64495,80.4550198
兄,20804,兄,20804,xiōng/xiong/kuàng,5,1089,26386,90.45947098
胸,33016,胸,33016,xiōng,5,1356,17392,93.40765058
叙,21465,敘,25944,xù,5,1607,11786,95.25871706
述,36848,述,36848,shù,5,674,57744,82.03133746
宣,23459,宣,23459,xuān,5,770,47041,84.58712366
寻,23547,尋,23563,xún/xín,5,962,33469,88.50718955
询,35810,詢,35426,xún,5,1617,11643,95.3191003
迅,36805,迅,36805,xùn,5,1090,26321,90.47307328
押,25276,押,25276,yā/xiá/jiǎ,5,1775,9401,96.17296371
齿,40831,齒,40786,chǐ,5,1773,9415,96.16324556
延,24310,延,24310,yán,5,1103,25768,90.64760505
肃,32899,肅,32901,sù,5,1518,13581,94.68123447
宴,23476,宴,23476,yàn,5,2155,5798,97.64024693
痒,30162,癢,30306,yǎng,5,2646,3055,98.73205734
腰,33136,腰,33136,yāo,5,1458,14841,94.24310455
摇,25671,搖,25622,yáo,5,940,34635,88.11847049
咬,21676,咬,21676,yǎo,5,1658,11029,95.55874545
辈,36744,輩,36649,bèi,5,1477,14384,94.38604836
旦,26086,旦,26086,dàn,5,1300,18569,92.8885456
依,20381,依,20381,yī/yǐ,5,568,70632,78.49516748
移,31227,移,31227,yí/chǐ/yì,5,880,38349,86.98555862
遗,36951,遺,36986,yí/wèi/suí,5,892,37619,87.22103538
憾,25022,憾,25022,hàn/dàn,5,2269,5036,97.96014675
乙,20057,乙,20057,yǐ,5,1872,8313,96.61523928
亿,20159,億,20740,yì,5,1057,27897,90.01255312
义,20041,義,32681,yì/yí/xī,5,208,193507,56.59188276
素,32032,素,32032,sù,5,661,59100,81.6387854
英,33521,英,33521,yīng/yāng,5,371,116193,69.34188777
俊,20426,俊,20426,jùn/shùn/dūn,5,1847,8543,96.50633353
雄,38596,雄,38596,xióng,5,1054,28184,89.96920054
硬,30828,硬,30828,yìng,5,1170,23364,91.49793107
拥,25317,擁,25793,yōng,5,1059,27833,90.04135046
挤,25380,擠,25824,jǐ,5,1661,10920,95.57574613
惠,24800,惠,24800,huì,5,1524,13492,94.72317107
悠,24736,悠,24736,yōu,5,2055,6604,97.32144373
犹,29369,猶,29494,yóu/yáo,5,1230,20747,92.17836086
豫,35947,豫,35947,yù/xiè/shū,5,1956,7590,96.96169513
炸,28856,炸,28856,zhà/zhá,5,976,32540,88.74576134
幼,24188,幼,24188,yòu/yào,5,1577,12257,95.07337569
娱,23089,娛,23067,yú,5,2493,3740,98.46433318
玉,29577,玉,29577,yù,5,1001,31279,89.15718174
订,35746,訂,35330,dìng,5,1176,22991,91.5697735
防,38450,防,38450,fáng,5,548,74459,77.74454172
圆,22278,圓,22291,yuán,5,1145,24267,91.19034469
晕,26197,暈,26248,yūn,5,2215,5420,97.81421903
灾,28798,災,28797,zāi,5,1349,17531,93.34444518
糟,31967,糟,31967,zāo,5,1918,7960,96.8087872
摘,25688,摘,25688,zhāi,5,2026,6845,97.22076779
窄,31364,窄,31364,zhǎi,5,2244,5219,97.89388353
粘,31896,粘,31896,zhān/nián,5,2240,5231,97.88308737
涨,28072,漲,28466,"zhǎng, zhàng",5,1803,9089,96.30647411
召,21484,召,21484,zhào/shào,5,1214,21098,92.00547402
哲,21746,哲,21746,zhé,5,1117,25353,90.83222861
珍,29645,珍,29645,zhēn,5,1314,18144,93.02164051
阵,38453,陣,38499,zhèn,5,788,44899,85.01437629
振,25391,振,25391,zhèn/zhēn/zhěn,5,1140,24469,91.12738372
睁,30529,睜,30556,zhēng,5,1963,7454,96.98880465
齐,40784,齊,40778,qí/jī/jì/zī/zhāi/jiǎn,5,1063,27480,90.09853842
政,25919,政,25919,zhèng/zhēng,5,150,269878,49.77668629
府,24220,府,24220,fǔ,5,417,100771,71.91344471
治,27835,治,27835,zhì/chí,5,274,156904,62.6386094
挣,25379,掙,25497,"zhèng, zhēng",5,1875,8297,96.62811343
执,25191,執,22519,zhí,5,763,47543,84.41626468
疗,30103,療,30274,liáo/liào/shuò,5,949,34467,88.27910178
秩,31209,秩,31209,zhì,5,1749,9713,96.04492244
智,26234,智,26234,zhì,5,885,38064,87.08426561
慧,24935,慧,24935,huì,5,1505,13810,94.58922295
旬,26092,旬,26092,xún/jūn,5,2332,4671,98.11801841
猪,29482,豬,35948,zhū,5,1762,9535,96.10947458
竹,31481,竹,31481,zhú,5,1588,12000,95.14214273
逐,36880,逐,36880,zhú/dí/zhòu/tún,5,954,34128,88.36757281
渐,28176,漸,28472,jiàn/jiān/qián/chán,5,870,39010,86.78634311
煮,29038,煮,29038,zhǔ,5,2582,3313,98.62713135
抓,25235,抓,25235,zhuā,5,992,31675,89.01091087
饰,39280,飾,39166,shì/chì,5,1604,11794,95.24044043
撞,25758,撞,25758,zhuàng,5,1540,12894,94.83229335
追,36861,追,36861,zhuī,5,768,47079,84.53849108
咨,21672,咨,21672,zī,5,2408,4180,98.29131817
姿,23039,姿,23039,zī/zì,5,1899,8092,96.73007875
紫,32043,紫,32043,zǐ,5,1646,11172,95.48980063
综,32508,綜,32156,zōng/zèng/zòng,5,1425,15258,93.98651918
裁,35009,裁,35009,cái,5,1203,21918,91.88326157
阻,38459,阻,38459,zǔ/zhù,5,1175,23151,91.5578921
组,32452,組,32068,zǔ,5,358,119734,68.55210624
织,32455,織,32340,zhī/zhì,5,578,69482,78.85672224
醉,37257,醉,37257,zuì,5,1783,9292,96.21159494
敬,25964,敬,25964,jìng,5,1209,21646,91.95076817
遵,36981,遵,36981,zūn,5,1593,11935,95.17303822
守,23432,守,23432,shǒu/shòu,5,796,44264,85.19816421
挨,25384,挨,25384,āi,6,2012,6930,97.17091456
癌,30284,癌,30284,ái/yán,6,1799,9114,96.28767243
症,30151,症,30151,zhèng/zhēng,6,1258,19878,92.472362
暧,26279,暧,26279,ài,6,3802,709,99.67687131
昧,26151,昧,26151,mèi/wěn/mò,6,2376,4375,98.22062816
昂,26114,昂,26114,áng/yàng,6,1952,7637,96.94597298
凹,20985,凹,20985,āo/wā,6,2862,2273,99.02906977
凸,20984,凸,20984,tū,6,2857,2287,99.02318359
奥,22885,奧,22887,ào,6,972,32761,88.67825422
扒,25170,扒,25170,bā,6,3121,1623,99.28719568
疤,30116,疤,30116,bā,6,3055,1765,99.22955502
拔,25300,拔,25300,bá/ba/bō/bié/fá/bèi,6,1502,13865,94.56778618
罢,32610,罷,32631,ba/bà/pí/pì/bǐ/bǎi,6,1305,18492,92.93639319
霸,38712,霸,38712,bà/pò,6,1838,8639,96.46633643
掰,25520,掰,25520,bāi,6,4253,434,99.80778125
颁,39041,頒,38930,bān/fén,6,2319,4742,98.08646299
斑,26001,斑,26001,bān,6,2053,6622,97.31461442
侣,20387,侶,20406,lǚ,6,2661,2994,98.75550388
绑,32465,綁,32129,bǎng,6,2421,4112,98.31915635
榜,27036,榜,27036,bǎng/bēng/bàng/páng,6,2556,3458,98.58194521
磅,30917,磅,30917,bàng,6,2941,2064,99.11743486
庇,24199,庇,24199,bì/pí/pǐ,6,2793,2523,98.94364622
袱,34993,袱,34993,fu/fú,6,3352,1227,99.45701128
沧,27815,滄,28356,cāng,6,3023,1848,99.19965641
桑,26705,桑,26705,sāng,6,1528,13328,94.7508475
姆,22982,姆,22982,mǔ,6,1061,27808,90.07009405
障,38556,障,38556,zhàng/zhāng,6,1237,20503,92.25305389
仇,20167,仇,20167,chóu/qiú/jū,6,1536,13118,94.80545153
酬,37228,酬,37228,chou/chóu,6,2005,7011,97.14571095
暴,26292,暴,26292,bào/pù/bó,6,1028,29566,89.58059155
露,38706,露,38706,lù/lòu,6,841,40954,86.18644704
曝,26333,曝,26333,pù,6,3431,1105,99.50433639
爆,29190,爆,29190,bào/bó,6,1243,20340,92.31641226
卑,21329,卑,21329,bēi/bǐ/bì/pí/bān,6,2059,6572,97.33506154
鄙,37145,鄙,37145,bǐ,6,2510,3670,98.4968648
哀,21696,哀,21696,āi,6,1751,9693,96.0549429
惨,24808,慘,24920,cǎn,6,1530,13314,94.76460949
壳,22771,殼,27580,ké/qiào,6,1937,7813,96.88623623
叛,21467,叛,21467,pàn,6,1779,9361,96.1923385
诵,35829,誦,35494,sòng,6,2557,3447,98.58372657
奔,22868,奔,22868,bēn/bèn/fèn,6,1285,18989,92.74307214
波,27874,波,27874,bō/bēi/bì,6,664,58859,81.73019229
驰,39536,馳,39347,chí,6,2100,6199,97.47016984
拙,25305,拙,25305,zhuō,6,2709,2833,98.82766672
崩,23849,崩,23849,bēng,6,2178,5658,97.70836438
溃,28291,潰,28528,kuì/xiè,6,1916,7962,96.80055998
甭,29997,甭,29997,béng,6,3396,1146,99.48396679
迸,36856,迸,36856,bèng,6,3290,1329,99.41594598
蹦,36454,蹦,36454,bèng,6,2839,2358,99.00154993
逼,36924,逼,36924,bī,6,1559,12623,94.95750987
涕,28053,涕,28053,tì,6,3006,1880,99.18326347
喻,21947,喻,21947,yù/yú,6,2273,5012,97.97053
塞,22622,塞,22622,sāi/sè/sài,6,1080,26590,90.33630557
弊,24330,弊,24330,bì,6,2348,4579,98.15623053
端,31471,端,31471,duān,6,916,36233,87.67886205
臂,33218,臂,33218,bì,6,1688,10542,95.72543553
疆,30086,疆,30086,jiāng/jiàng,6,2036,6779,97.25592881
缘,32536,緣,32227,yuán/yuàn,6,1274,19330,92.63419068
策,31574,策,31574,cè,6,714,52394,83.15607121
贬,36140,貶,36022,biǎn/fá,6,2536,3580,98.54562193
扁,25153,扁,25153,biǎn,6,1737,9917,95.98425651
迁,36801,遷,36983,qiān,6,1630,11433,95.39649869
辨,36776,辨,36776,biàn/biǎn/bàn/piàn,6,1910,8023,96.77582354
辫,36779,辮,36782,biàn,6,3240,1408,99.38053999
彰,24432,彰,24432,zhāng,6,2953,2014,99.13005424
憋,24971,憋,24971,biē,6,3141,1588,99.3037788
墅,22661,墅,22661,shù/yě,6,2901,2152,99.07378202
扭,25197,扭,25197,niǔ/niu/chǒu/zhǒu/zhòu,6,1805,9054,96.31583516
濒,28626,瀕,28693,bīn,6,3153,1569,99.31355741
雹,38649,雹,38649,báo,6,4037,558,99.75258343
丙,19993,丙,19993,bǐng,6,2645,3055,98.73047856
拨,25320,撥,25765,bō,6,1807,9047,96.3251869
涛,28059,濤,28644,tāo/cháo/shòu/dào,6,2054,6611,97.31803088
剥,21093,剝,21085,bō,6,1959,7504,96.9733476
削,21066,削,21066,xuē/xiāo/qiào/shào,6,1794,9169,96.26405019
伯,20271,伯,20271,bó/bo/mò/bà,6,821,42513,85.75579914
搏,25615,搏,25615,bó,6,2372,4392,98.21156375
捕,25429,捕,25429,bǔ,6,1312,18236,93.00287139
捉,25417,捉,25417,zhuō,6,1822,8838,96.39435756
哺,21754,哺,21754,bǔ/bū/fǔ,6,2810,2466,98.96552226
乳,20083,乳,20083,rǔ,6,1831,8701,96.43500943
堪,22570,堪,22570,kān/chěn,6,1811,9026,96.34386352
屑,23633,屑,23633,xiè,6,2516,3655,98.50821186
伐,20240,伐,20240,fá,6,1810,9028,96.33919901
署,32626,署,32626,shǔ,6,1379,16641,93.60971202
缝,32541,縫,32299,fèng/féng,6,1852,8512,96.52836459
谋,35851,謀,35584,móu/mou,6,989,31910,88.9617367
残,27531,殘,27544,cán,6,1150,24030,91.25280747
疾,30142,疾,30142,jí,6,1273,19402,92.62420122
酷,37239,酷,37239,kù,6,1867,8345,96.59371569
灿,28799,燦,29158,càn,6,2591,3254,98.64238995
仓,20179,倉,20489,cāng/chuàng,6,1882,8275,96.6580818
苍,33485,蒼,33980,cāng/cǎng,6,1728,10027,95.93787866
舱,33329,艙,33369,cāng,6,1846,8575,96.50191863
纵,32437,縱,32305,zòng/cóng/zǒng,6,1236,20599,92.24245824
嘈,22024,嘈,22024,cáo,6,3446,1087,99.51283079
侧,20391,側,20596,cè/zè/zhāi,6,1220,20960,92.07053778
岔,23700,岔,23700,chà,6,3134,1599,99.29801871
刹,21049,刹,21049,shā/chà,6,2249,5185,97.90731529
诧,35815,詫,35435,chà/dù,6,2728,2743,98.8550646
异,24322,異,30064,yì,6,709,52735,83.02023372
搀,25600,攙,25881,chān,6,3384,1172,99.47678089
馋,39307,饞,39262,chán,6,3844,669,99.69172837
缠,32544,纏,32399,chán,6,2046,6675,97.2906051
阐,38416,闡,38369,chǎn,6,2197,5532,97.76323611
颤,39076,顫,39019,chàn/zhàn/shān,6,1900,8080,96.73425438
昌,26124,昌,26124,chāng/chàng,6,1606,11787,95.25262623
盛,30427,盛,30427,shèng/chéng,6,1142,24387,91.15261886
敞,25950,敞,25950,chang/chǎng/chèng/zhèng,6,2592,3248,98.64406847
畅,30021,暢,26274,chàng,6,2122,6012,97.5397777
