Simplified,Traditional,Pinyin,HSK Grade
诽谤,誹謗,fěibàng,6
诽,誹,fěi,6
谤,謗,bàng,6
肺,肺,fèi,6
废除,廢除,fèichú,6
废寝忘食,廢寢忘食,fèiqǐnwàngshí,6
寝,寢,qǐn,6
废墟,廢墟,fèixū,6
墟,墟,xū,6
沸腾,沸騰,fèiténg,6
沸,沸,fèi/fú,6
腾,騰,téng/teng,6
分辨,分辨,fēnbiàn,6
分寸,分寸,fēncun,6
寸,寸,cùn/cun/cǔn,6
分红,分紅,fēn hóng,6
分解,分解,fēnjiě,6
分裂,分裂,fēnliè,6
裂,裂,liè/liě,6
分泌,分泌,fēnmì,6
泌,泌,mì/bì,6
分明,分明,fēnmíng,6
分歧,分歧,fēnqí,6
歧,歧,qí,6
分散,分散,fēnsàn,6
吩咐,吩咐,fēnfù,6
吩,吩,fēn/pèn,6
咐,咐,fu/fú/fù,6
坟墓,墳墓,fénmù,6
坟,墳,fén/fèn,6
墓,墓,mù,6
粉末,粉末,fěnmò,6
粉,粉,fěn,6
粉色,粉色,fěnsè,6
粉碎,粉碎,fěnsuì,6
分量,分量,fènliàng,6
愤怒,憤怒,fènnù,6
愤,憤,fèn,6
怒,怒,nù,6
丰满,豐滿,fēngmǎn,6
丰盛,豐盛,fēngshèng,6
丰收,豐收,fēngshōu,6
风暴,風暴,fēngbào,6
风度,風度,fēngdù,6
风光,風光,fēngguāng,6
风气,風氣,fēngqì,6
风趣,風趣,fēngqù,6
风土人情,風土人情,fēngtǔrénqíng,6
风味,風味,fēngwèi,6
封闭,封閉,fēngbì,6
封建,封建,fēngjiàn,6
封锁,封鎖,fēngsuǒ,6
锋利,鋒利,fēnglì,6
锋,鋒,fēng,6
逢,逢,féng,6
奉献,奉獻,fèngxiàn,6
奉,奉,fèng,6
否决,否決,fǒujué,6
夫妇,夫婦,fūfù,6
夫人,夫人,fūrén,6
敷衍,敷衍,fūyǎn,6
敷,敷,fū,6
衍,衍,yǎn/yán,6
服从,服從,fúcóng,6
服气,服氣,fúqì,6
俘虏,俘虜,fúlǔ,6
俘,俘,fú,6
虏,虜,lǔ,6
符号,符號,fúhào,6
幅度,幅度,fúdù,6
辐射,輻射,fúshè,6
辐,輻,fú,6
福利,福利,fúlì,6
福气,福氣,fúqì,6
抚摸,撫摸,fǔmō,6
抚,撫,fǔ/mó,6
抚养,撫養,fǔyǎng,6
俯视,俯視,fǔshì,6
俯,俯,fǔ,6
辅助,輔助,fǔzhù,6
腐败,腐敗,fǔbài,6
腐烂,腐爛,fǔlàn,6
腐蚀,腐蝕,fǔshí,6
蚀,蝕,shí/lì/lóng,6
腐朽,腐朽,fǔxiǔ,6
朽,朽,xiǔ,6
负担,負擔,fùdān,6
附和,附和,fùhè,6
附件,附件,fùjiàn,6
附属,附屬,fùshǔ,6
复活,複活,fùhuó,6
复兴,複興,fùxīng,6
副,副,fù,6
赋予,賦予,fùyǔ,6
赋,賦,fù,6
予,予,yǔ/yú/zhù,6
富裕,富裕,fùyù,6
裕,裕,yù,6
腹泻,腹瀉,fùxiè,6
腹,腹,fù,6
泻,瀉,xiè,6
覆盖,覆蓋,fùgài,6
覆,覆,fù,6
改良,改良,gǎiliáng,6
钙,鈣,gài,6
盖章,蓋章,gàizhāng,6
干旱,幹旱,gānhàn,6
旱,旱,hàn,6
干扰,幹擾,gānrǎo,6
干涉,幹涉,gānshè,6
涉,涉,shè/dié,6
干预,幹預,gānyù,6
尴尬,尴尬,gāngà,6
尴,尴,gān,6
尬,尬,gà,6
感慨,感慨,gǎnkǎi,6
慨,慨,kǎi,6
感染,感染,gǎnrǎn,6
干劲,幹勁,gànjìn,6
纲领,綱領,gānglǐng,6
岗位,崗位,gǎngwèi,6
岗,崗,gǎng/gāng,6
港口,港口,gǎngkǒu,6
港,港,gǎng/hòng,6
港湾,港灣,gǎngwān,6
湾,灣,wān,6
杠杆,杠杆,gànggǎn,6
杠,杠,gāng/gōng/gàng,6
杆,杆,gān/gǎn/gàn,6
高超,高超,gāochāo,6
高潮,高潮,gāocháo,6
高峰,高峰,gāofēng,6
峰,峰,fēng,6
高明,高明,gāomíng,6
高尚,高尚,gāoshàng,6
高涨,高漲,gāozhǎng,6
稿件,稿件,gǎojiàn,6
稿,稿,gǎo,6
告辞,告辭,gàocí,6
告诫,告誡,gàojiè,6
诫,誡,jiè,6
疙瘩,疙瘩,gēda,6
疙,疙,gē/yì,6
瘩,瘩,da/dá,6
鸽子,鴿子,gēzi,6
鸽,鴿,gē,6
搁,擱,gē,6
割,割,gē,6
歌颂,歌頌,gēsòng,6
颂,頌,sòng/róng,6
革命,革命,gémìng,6
格局,格局,géjú,6
格式,格式,géshì,6
隔阂,隔閡,géhé,6
阂,閡,ài/hé,6
隔离,隔離,gélí,6
个体,個體,gètǐ,6
各抒己见,各抒己見,gèshūjǐjiàn,6
抒,抒,shū,6
根深蒂固,根深蒂固,gēn shēn dì gù,6
蒂,蒂,dì,6
根源,根源,gēnyuán,6
跟前,跟前,gēnqián,6
跟随,跟隨,gēnsuí,6
跟踪,跟蹤,gēnzōng,6
踪,蹤,zōng,6
更新,更新,gēngxīn,6
更正,更正,gēngzhèng,6
耕地,耕地,gēngdì,6
耕,耕,gēng,6
工艺品,工藝品,gōngyìpǐn,6
公安局,公安局,gōngānjú,6
公道,公道,gōngdao,6
公告,公告,gōnggào,6
公关,公關,gōngguān,6
公民,公民,gōngmín,6
公然,公然,gōngrán,6
公认,公認,gōngrèn,6
公式,公式,gōngshì,6
公务,公務,gōngwù,6
公正,公正,gōngzhèng,6
公证,公證,gōngzhèng,6
功劳,功勞,gōngláo,6
功效,功效,gōngxiào,6
攻击,攻擊,gōngjī,6
攻,攻,gōng,6
攻克,攻克,gōngkè,6
供不应求,供不應求,gōng bú yìng qiú,6
供给,供給,gōngjǐ,6
宫殿,宮殿,gōngdiàn,6
宫,宮,gōng,6
殿,殿,diàn,6
恭敬,恭敬,gōngjìng,6
巩固,鞏固,gǒnggù,6
巩,鞏,gǒng,6
共和国,共和國,gònghéguó,6
共计,共計,gòngjì,6
共鸣,共鳴,gòngmíng,6
鸣,鳴,míng,6
勾结,勾結,gōujié,6
勾,勾,gōu/gòu,6
钩子,鈎子,gōuzi,6
钩,鈎,gōu,6
构思,構思,gòusī,6
孤独,孤獨,gūdú,6
孤,孤,gū,6
孤立,孤立,gūlì,6
姑且,姑且,gūqiě,6
辜负,辜負,gūfù,6
辜,辜,gū,6
古董,古董,gǔdǒng,6
古怪,古怪,gǔguài,6
股东,股東,gǔdōng,6
股份,股份,gǔfèn,6
骨干,骨幹,gǔgàn,6
鼓动,鼓動,gǔdòng,6
固然,固然,gùrán,6
固体,固體,gùtǐ,6
固有,固有,gùyǒu,6
固执,固執,gùzhí,6
故乡,故鄉,gùxiāng,6
故障,故障,gùzhàng,6
顾虑,顧慮,gùlǜ,6
顾问,顧問,gùwèn,6
雇佣,雇傭,gùyōng,6
雇,雇,gù/hù,6
佣,傭,chōng/yōng/yòng,6
拐杖,拐杖,guǎizhàng,6
杖,杖,zhàng,6
关怀,關懷,guānhuái,6
关照,關照,guānzhào,6
观光,觀光,guānguāng,6
官方,官方,guānfāng,6
管辖,管轄,guǎnxiá,6
辖,轄,xiá/hé,6
贯彻,貫徹,guànchè,6
贯,貫,guàn/wān,6
惯例,慣例,guànlì,6
灌溉,灌溉,guàngài,6
灌,灌,guàn/huàn,6
溉,溉,gài/xiè,6
罐,罐,guàn,6
光彩,光彩,guāngcǎi,6
光辉,光輝,guānghuī,6
辉,輝,huī,6
光芒,光芒,guāngmáng,6
芒,芒,máng/huāng/huǎng,6
光荣,光榮,guāngróng,6
广阔,廣闊,guǎngkuò,6
阔,闊,kuò,6
归根到底,歸根到底,guī gēn dào dǐ,6
归还,歸還,guīhuán,6
规范,規範,guīfàn,6
规格,規格,guīgé,6
规划,規劃,guīhuà,6
规章,規章,guīzhāng,6
轨道,軌道,guǐdào,6
轨,軌,guǐ,6
贵族,貴族,guìzú,6
跪,跪,guì,6
棍棒,棍棒,gùnbàng,6
棍,棍,gùn/hùn/āo/gǔn,6
国防,國防,guófáng,6
国务院,國務院,guówùyuàn,6
果断,果斷,guǒduàn,6
过度,過度,guòdù,6
过渡,過渡,guòdù,6
渡,渡,dù,6
过奖,過獎,guòjiǎng,6
过滤,過濾,guòlǜ,6
滤,濾,lǜ,6
过失,過失,guòshī,6
过问,過問,guòwèn,6
过瘾,過瘾,guòyǐn,6
瘾,瘾,yǐn,6
过于,過于,guòyú,6
嗨,嗨,hāi,6
海拔,海拔,hǎibá,6
海滨,海濱,hǎibīn,6
滨,濱,bīn,6
含糊,含糊,hánhu,6
含义,含義,hányì,6
寒暄,寒暄,hánxuān,6
暄,暄,xuān,6
罕见,罕見,hǎnjiàn,6
罕,罕,hǎn/hàn,6
捍卫,捍衛,hànwèi,6
捍,捍,hàn/xiàn/gǎn,6
行列,行列,hángliè,6
航空,航空,hángkōng,6
航天,航天,hángtiān,6
航行,航行,hángxíng,6
毫米,毫米,háomǐ,6
毫无,毫無,háo wú,6
豪迈,豪邁,háomài,6
迈,邁,mài,6
号召,號召,hàozhào,6
耗费,耗費,hàofèi,6
耗,耗,hào/máo/mào,6
呵,呵,hē,6
合并,合並,hébìng,6
合成,合成,héchéng,6
合伙,合夥,héhuǒ,6
合算,合算,hésuàn,6
和蔼,和藹,hé'ǎi,6
蔼,藹,ǎi,6
和解,和解,héjiě,6
和睦,和睦,hémù,6
睦,睦,mù,6
和气,和氣,héqi,6
和谐,和諧,héxié,6
谐,諧,xié,6
嘿,嘿,hēi,6
痕迹,痕迹,hénjì,6
痕,痕,hén/gèn,6
狠心,狠心,hěn xīn,6
狠,狠,hěn/yán/kěn/hǎng,6
恨不得,恨不得,hèn bu de,6
横,橫,héng,6
哼,哼,hēng,6
轰动,轟動,hōngdòng,6
轰,轟,hōng,6
烘,烘,hōng,6
宏观,宏觀,hóngguān,6
宏,宏,hóng,6
宏伟,宏偉,hóngwěi,6
洪水,洪水,hóngshuǐ,6
洪,洪,hóng,6
哄,哄,hǒng,6
喉咙,喉嚨,hóulóng,6
喉,喉,hóu,6
咙,嚨,lóng,6
吼,吼,hǒu,6
后代,後代,hòudài,6
后顾之忧,後顧之憂,hòugùzhīyōu,6
忧,憂,yōu,6
后勤,後勤,hòuqín,6
候选,候選,hòuxuǎn,6
呼唤,呼喚,hūhuàn,6
唤,喚,huàn/huan,6
呼啸,呼嘯,hūxiào,6
啸,嘯,xiào/chì,6
呼吁,呼籲,hūyù,6
吁,籲,yù,6
忽略,忽略,hūlüè,6
胡乱,胡亂,húluàn,6
胡须,胡須,húxū,6
湖泊,湖泊,húpō,6
湖,湖,hú,6
泊,泊,pō/bó/pò,6
花瓣,花瓣,huābàn,6
瓣,瓣,bàn,6
花蕾,花蕾,huālěi,6
蕾,蕾,lěi,6
华丽,華麗,huálì,6
华侨,華僑,huáqiáo,6
侨,僑,qiáo/jiǎo,6
化肥,化肥,huàféi,6
化石,化石,huàshí,6
化验,化驗,huàyàn,6
化妆,化妝,huà zhuāng,6
妆,妝,zhuāng,6
划分,劃分,huàfēn,6
画蛇添足,畫蛇添足,huàshétiānzú,6
添,添,tiān/tiàn,6
话筒,話筒,huàtǒng,6
筒,筒,tǒng/dòng/tóng,6
欢乐,歡樂,huānlè,6
还原,還原,huányuán,6
环节,環節,huánjié,6
缓和,緩和,huǎnhé,6
患者,患者,huànzhě,6
患,患,huàn,6
荒凉,荒涼,huāngliáng,6
荒,荒,huāng/huǎng/kāng/huáng,6
荒谬,荒謬,huāngmiù,6
谬,謬,miù,6
荒唐,荒唐,huāngtang,6
唐,唐,táng,6
皇帝,皇帝,huángdì,6
皇,皇,huáng/wǎng,6
帝,帝,dì,6
皇后,皇後,huánghòu,6
黄昏,黃昏,huánghūn,6
昏,昏,hūn/hún/hùn,6
恍然大悟,恍然大悟,huǎngrándàwù,6
恍,恍,huǎng/guāng,6
悟,悟,wù,6
晃,晃,huàng,6
挥霍,揮霍,huīhuò,6
霍,霍,huò/hè/suǒ,6
辉煌,輝煌,huīhuáng,6
煌,煌,huáng,6
回报,回報,huíbào,6
回避,回避,huíbì,6
回顾,回顧,huígù,6
回收,回收,huíshōu,6
悔恨,悔恨,huǐhèn,6
毁灭,毀滅,huǐmiè,6
毁,毀,huǐ,6
灭,滅,miè,6
汇报,彙報,huìbào,6
会晤,會晤,huìwù,6
晤,晤,wù,6
贿赂,賄賂,huìlù,6
贿,賄,huì,6
赂,賂,lù,6
昏迷,昏迷,hūnmí,6
荤,葷,hūn,6
浑身,渾身,húnshēn,6
浑,渾,hún/hùn/gǔn,6
混合,混合,hùnhé,6
混,混,hùn/hún/gǔn/kūn,6
混乱,混亂,hùnluàn,6
混淆,混淆,hùnxiáo,6
淆,淆,xiáo,6
混浊,混濁,hùnzhuó,6
浊,濁,zhuó,6
活该,活該,huógāi,6
活力,活力,huólì,6
火箭,火箭,huǒjiàn,6
箭,箭,jiàn,6
火焰,火焰,huǒyàn,6
焰,焰,yàn,6
火药,火藥,huǒyào,6
货币,貨幣,huòbì,6
讥笑,譏笑,jīxiào,6
讥,譏,jī,6
饥饿,饑餓,jī'è,6
饥,饑,jī/qí,6
机动,機動,jīdòng,6
机构,機構,jīgòu,6
机灵,機靈,jīling,6
机密,機密,jīmì,6
机械,機械,jīxiè,6
械,械,xiè,6
机遇,機遇,jīyù,6
机智,機智,jīzhì,6
基地,基地,jīdì,6
基金,基金,jījīn,6
基因,基因,jīyīn,6
激发,激發,jīfā,6
激励,激勵,jīlì,6
激情,激情,jīqíng,6
及早,及早,jízǎo,6
吉祥,吉祥,jíxiáng,6
吉,吉,jí,6
级别,級別,jíbié,6
极端,極端,jíduān,6
极限,極限,jíxiàn,6
即便,即便,jíbiàn,6
即将,即將,jíjiāng,6
急功近利,急功近利,jígōngjìnlì,6
急剧,急劇,jíjù,6
急切,急切,jíqiè,6
急于求成,急于求成,jíyúqiúchéng,6
急躁,急躁,jízào,6
躁,躁,zào,6
疾病,疾病,jíbìng,6
集团,集團,jítuán,6
嫉妒,嫉妒,jídù,6
嫉,嫉,jí,6
妒,妒,dù,6
籍贯,籍貫,jíguàn,6
给予,給予,jǐyǔ,6
计较,計較,jìjiào,6
记性,記性,jìxing,6
记载,記載,jìzǎi,6
纪要,紀要,jìyào,6
技巧,技巧,jìqiǎo,6
忌讳,忌諱,jìhuì,6
忌,忌,jì,6
讳,諱,huì,6
季度,季度,jìdù,6
季军,季軍,jìjūn,6
迹象,迹象,jìxiàng,6
继承,繼承,jìchéng,6
寄托,寄托,jìtuō,6
寂静,寂靜,jìjìng,6
加工,加工,jiā gōng,6
加剧,加劇,jiājù,6
夹杂,夾雜,jiāzá,6
佳肴,佳肴,jiāyáo,6
佳,佳,jiā,6
肴,肴,yáo,6
家常,家常,jiācháng,6
家伙,家夥,jiāhuo,6
家属,家屬,jiāshǔ,6
家喻户晓,家喻戶曉,jiā yù hù xiǎo,6
晓,曉,xiǎo,6
尖端,尖端,jiānduān,6
尖,尖,jiān,6
尖锐,尖銳,jiānruì,6
锐,銳,ruì,6
坚定,堅定,jiāndìng,6
坚固,堅固,jiāngù,6
坚韧,堅韌,jiānrèn,6
韧,韌,rèn,6
坚实,堅實,jiānshí,6
坚硬,堅硬,jiānyìng,6
艰难,艱難,jiānnán,6
监督,監督,jiāndū,6
监,監,jiān/jiàn/kàn,6
监视,監視,jiānshì,6
监狱,監獄,jiānyù,6
狱,獄,yù,6
煎,煎,jiān,6
拣,揀,jiǎn,6
检讨,檢討,jiǎntǎo,6
检验,檢驗,jiǎnyàn,6
剪彩,剪彩,jiǎn cǎi,6
简化,簡化,jiǎnhuà,6
简陋,簡陋,jiǎnlòu,6
陋,陋,lòu,6
简体字,簡體字,jiǎntǐzì,6
简要,簡要,jiǎnyào,6
见多识广,見多識廣,jiànduōshíguǎng,6
见解,見解,jiànjiě,6
见闻,見聞,jiànwén,6
见义勇为,見義勇爲,jiànyìyǒngwéi,6
间谍,間諜,jiàndié,6
谍,諜,dié/xiè,6
间隔,間隔,jiàngé,6
间接,間接,jiànjiē,6
剑,劍,jiàn,6
健全,健全,jiànquán,6
舰艇,艦艇,jiàntǐng,6
舰,艦,jiàn,6
艇,艇,tǐng,6
践踏,踐踏,jiàntà,6
踏,踏,tà/tā,6
溅,濺,jiàn,6
鉴别,鑒別,jiànbié,6
鉴,鑒,jiàn,6
鉴定,鑒定,jiàndìng,6
鉴于,鑒于,jiànyú,6
将近,將近,jiāngjìn,6
将就,將就,jiāngjiu,6
将军,將軍,jiāngjūn,6
僵硬,僵硬,jiāngyìng,6
僵,僵,jiāng,6
奖励,獎勵,jiǎnglì,6
奖赏,獎賞,jiǎngshǎng,6
桨,槳,jiǎng,6
降临,降臨,jiànglín,6
交叉,交叉,jiāochā,6
交代,交代,jiāodài,6
交涉,交涉,jiāoshè,6
交易,交易,jiāoyì,6
娇气,嬌氣,jiāoqì,6
娇,嬌,jiāo,6
焦点,焦點,jiāodiǎn,6
焦,焦,jiāo/qiáo,6
焦急,焦急,jiāojí,6
角落,角落,jiǎoluò,6
侥幸,僥幸,jiǎoxìng,6
侥,僥,yáo/jiǎo/jiāo,6
搅拌,攪拌,jiǎobàn,6
搅,攪,jiǎo,6
拌,拌,bàn/pān,6
缴纳,繳納,jiǎonà,6
缴,繳,jiǎo/zhuó/jiào/hé,6
较量,較量,jiàoliàng,6
教养,教養,jiàoyǎng,6
阶层,階層,jiēcéng,6
皆,皆,jiē,6
接连,接連,jiēlián,6
揭露,揭露,jiēlù,6
揭,揭,jiē/qì/hé,6
节制,節制,jiézhì,6
节奏,節奏,jiézòu,6
奏,奏,zòu/còu,6
杰出,傑出,jiéchū,6
杰,傑,jié,6
结晶,結晶,jiéjīng,6
晶,晶,jīng,6
结局,結局,jiéjú,6
结算,結算,jiésuàn,6
截止,截止,jiézhǐ,6
截,截,jié,6
截至,截至,jiézhì,6
竭尽全力,竭盡全力,jiéjìn quánlì,6
竭,竭,jié,6
解除,解除,jiěchú,6
解放,解放,jiěfàng,6
解雇,解雇,jiěgù,6
解剖,解剖,jiěpōu,6
剖,剖,pōu,6
解散,解散,jiěsàn,6
解体,解體,jiětǐ,6
戒备,戒備,jièbèi,6
界限,界限,jièxiàn,6
借鉴,借鑒,jièjiàn,6
借助,借助,jièzhù,6
金融,金融,jīnróng,6
融,融,róng,6
津津有味,津津有味,jīnjīn yǒu wèi,6
津,津,jīn,6
紧迫,緊迫,jǐnpò,6
锦上添花,錦上添花,jǐnshàngtiānhuā,6
锦,錦,jǐn,6
进而,進而,jìn'ér,6
进攻,進攻,jìngōng,6
进化,進化,jìnhuà,6
进展,進展,jìnzhǎn,6
近来,近來,jìnlái,6
晋升,晉升,jìnshēng,6
晋,晉,jìn,6
浸泡,浸泡,jìnpào,6
浸,浸,jìn/qīn,6
泡,泡,pào/pāo/páo,6
茎,莖,jīng,6
经费,經費,jīngfèi,6
经纬,經緯,jīngwěi,6
纬,緯,wěi,6
惊动,驚動,jīngdòng,6
惊奇,驚奇,jīngqí,6
惊讶,驚訝,jīngyà,6
讶,訝,yà,6
兢兢业业,兢兢業業,jīngjīng yèyè,6
兢,兢,jīng,6
精打细算,精打細算,jīng dǎ xì suàn,6
精华,精華,jīnghuá,6
精简,精簡,jīngjiǎn,6
精密,精密,jīngmì,6
精确,精確,jīngquè,6
精通,精通,jīngtōng,6
精心,精心,jīngxīn,6
精益求精,精益求精,jīng yì qiú jīng,6
精致,精致,jīngzhì,6
井,井,jǐng,6
颈椎,頸椎,jǐngzhuī,6
颈,頸,jǐng/gěng,6
椎,椎,chuí/zhuī,6
警告,警告,jǐnggào,6
警惕,警惕,jǐngtì,6
惕,惕,tì,6
竞赛,競賽,jìngsài,6
竞选,競選,jìngxuǎn,6
敬礼,敬禮,jìnglǐ,6
敬业,敬業,jìngyè,6
境界,境界,jìngjiè,6
镜头,鏡頭,jìngtóu,6
纠纷,糾紛,jiūfēn,6
纠,糾,jiū/jiǎo,6
纠正,糾正,jiūzhèng,6
酒精,酒精,jiǔjīng,6
救济,救濟,jiùjì,6
就近,就近,jiùjìn,6
就业,就業,jiùyè,6
就职,就職,jiù zhí,6
拘留,拘留,jūliú,6
拘,拘,jū/gōu/jǔ/jú,6
拘束,拘束,jūshù,6
居民,居民,jūmín,6
居住,居住,jūzhù,6
鞠躬,鞠躬,jūgōng,6
鞠,鞠,jū/qū/qiōng,6
躬,躬,gōng,6
局部,局部,júbù,6
局面,局面,júmiàn,6
局势,局勢,júshì,6
局限,局限,júxiàn,6
咀嚼,咀嚼,jǔjué,6
咀,咀,jǔ,6
嚼,嚼,jué/jiáo,6
沮丧,沮喪,jǔsàng,6
沮,沮,jū/jǔ/jù/jiān/zǔ,6
丧,喪,sàng/sāng,6
举动,舉動,jǔdòng,6
举世瞩目,舉世矚目,jǔshì zhǔmù,6
瞩,矚,zhǔ,6
举足轻重,舉足輕重,jǔzúqīngzhòng,6
剧本,劇本,jùběn,6
剧烈,劇烈,jùliè,6
据悉,據悉,jùxī,6
聚精会神,聚精會神,jù jīng huì shén,6
决策,決策,juécè,6
觉悟,覺悟,juéwù,6
觉醒,覺醒,juéxǐng,6
绝望,絕望,jué wàng,6
倔强,倔強,juéjiàng,6
倔,倔,jué/juè,6
军队,軍隊,jūnduì,6
君子,君子,jūnzǐ,6
君,君,jūn,6
卡通,卡通,kǎtōng,6
开采,開采,kāicǎi,6
开除,開除,kāichú,6
开阔,開闊,kāikuò,6
开朗,開朗,kāilǎng,6
开明,開明,kāimíng,6
开辟,開辟,kāipì,6
辟,辟,pì/bì/mǐ,6
开拓,開拓,kāituò,6
拓,拓,zhí/tuò/tà,6
开展,開展,kāizhǎn,6
开支,開支,kāizhī,6
刊登,刊登,kāndēng,6
刊,刊,kān,6
刊物,刊物,kānwù,6
勘探,勘探,kāntàn,6
勘,勘,kān,6
探,探,tàn/tan/xián,6
侃侃而谈,侃侃而談,kǎnkǎn'értán,6
侃,侃,kǎn,6
砍伐,砍伐,kǎnfá,6
看待,看待,kàndài,6
慷慨,慷慨,kāngkǎi,6
慷,慷,kāng,6
扛,扛,káng,6
抗议,抗議,kàngyì,6
考察,考察,kǎochá,6
考古,考古,kǎogǔ,6
考核,考核,kǎohé,6
考验,考驗,kǎoyàn,6
靠拢,靠攏,kàolǒng,6
拢,攏,lǒng,6
科目,科目,kēmù,6
磕,磕,kē,6
可观,可觀,kěguān,6
可口,可口,kěkǒu,6
可恶,可惡,kěwù,6
可行,可行,kěxíng,6
渴望,渴望,kěwàng,6
克制,克制,kèzhì,6
刻不容缓,刻不容緩,kèbùrónghuǎn,6
客户,客戶,kèhù,6
课题,課題,kètí,6
恳切,懇切,kěnqiè,6
啃,啃,kěn,6
坑,坑,kēng,6
空洞,空洞,kōngdòng,6
空前绝后,空前絕後,kōngqiánjuéhòu,6
空想,空想,kōngxiǎng,6
空虚,空虛,kōngxū,6
孔,孔,kǒng,6
恐怖,恐怖,kǒngbù,6
怖,怖,bù,6
恐吓,恐嚇,kǒnghè,6
恐惧,恐懼,kǒngjù,6
惧,懼,jù,6
空白,空白,kòngbái,6
空隙,空隙,kòngxì,6
隙,隙,xì,6
口气,口氣,kǒuqì,6
口腔,口腔,kǒuqiāng,6
腔,腔,qiāng/kòng,6
口头,口頭,kǒutóu,6
口音,口音,kǒuyīn,6
扣,扣,kòu,6
枯萎,枯萎,kūwěi,6
枯,枯,kū/gū,6
萎,萎,wèi/wěi/wēi,6
枯燥,枯燥,kūzào,6
哭泣,哭泣,kūqì,6
泣,泣,qì/lì/sè,6
苦尽甘来,苦盡甘來,kǔjìngānlái,6
甘,甘,gān/hān,6
苦涩,苦澀,kǔsè,6
涩,澀,sè,6
挎,挎,kuà,6
跨,跨,kuà,6
快活,快活,kuàihuo,6
宽敞,寬敞,kuānchang,6
宽容,寬容,kuānróng,6
款待,款待,kuǎndài,6
款式,款式,kuǎnshì,6
筐,筐,kuāng,6
旷课,曠課,kuàng kè,6
旷,曠,kuàng,6
况且,況且,kuàngqiě,6
矿产,礦産,kuàngchǎn,6
框架,框架,kuàngjià,6
框,框,kuāng/kuàng/kuáng,6
亏待,虧待,kuīdài,6
亏损,虧損,kuīsǔn,6
捆绑,捆綁,kǔnbǎng,6
捆,捆,kǔn/hún,6
扩充,擴充,kuòchōng,6
扩散,擴散,kuòsàn,6
扩张,擴張,kuòzhāng,6
喇叭,喇叭,lǎba,6
喇,喇,lǎ/lá/lā/la,6
叭,叭,ba/pā/bā,6
蜡烛,蠟燭,làzhú,6
蜡,蠟,là,6
烛,燭,zhú/kuò,6
啦,啦,la,6
来历,來曆,láilì,6
来源,來源,láiyuán,6
栏目,欄目,lánmù,6
栏,欄,lán/liàn,6
懒惰,懶惰,lǎnduò,6
惰,惰,duò/tuó,6
狼狈,狼狽,lángbèi,6
狼,狼,láng/lǎng/làng/hǎng,6
狈,狽,bèi,6
狼吞虎咽,狼吞虎咽,lángtūnhǔyàn,6
吞,吞,tūn/tiān,6
咽,咽,yàn/yè/yān/yuān,6
捞,撈,lāo,6
牢固,牢固,láogù,6
牢,牢,láo/lào/lóu,6
牢骚,牢騷,láosāo,6
骚,騷,sāo/sǎo/xiāo,6
唠叨,唠叨,láodao,6
唠,唠,láo,6
叨,叨,tāo/dāo,6
乐趣,樂趣,lèqù,6
乐意,樂意,lèyì,6
雷达,雷達,léidá,6
类似,類似,lèisì,6
冷酷,冷酷,lěngkù,6
冷落,冷落,lěngluò,6
冷却,冷卻,lěngquè,6
愣,愣,lèng,6
黎明,黎明,límíng,6
黎,黎,lí,6
礼节,禮節,lǐjié,6
礼尚往来,禮尚往來,lǐshàngwǎnglái,6
里程碑,裏程碑,lǐchéngbēi,6
碑,碑,bēi,6
理睬,理睬,lǐcǎi,6
睬,睬,cǎi,6
理所当然,理所當然,lǐ suǒ dāng rán,6
理直气壮,理直氣壯,lǐzhíqìzhuàng,6
壮,壯,zhuàng/zhuāng,6
理智,理智,lǐzhì,6
力求,力求,lìqiú,6
力所能及,力所能及,lìsuǒnéngjí,6
力争,力爭,lìzhēng,6
历代,曆代,lìdài,6
历来,曆來,lìlái,6
立场,立場,lìchǎng,6
立方,立方,lìfāng,6
立交桥,立交橋,lìjiāoqiáo,6
立体,立體,lìtǐ,6
立足,立足,lìzú,6
利害,利害,lìhai,6
例外,例外,lìwài,6
粒,粒,lì,6
连年,連年,liánnián,6
连锁,連鎖,liánsuǒ,6
连同,連同,liántóng,6
联欢,聯歡,liánhuān,6
联络,聯絡,liánluò,6
联盟,聯盟,liánméng,6
盟,盟,méng/mèng,6
联想,聯想,liánxiǎng,6
廉洁,廉潔,liánjié,6
廉,廉,lián,6
良心,良心,liángxīn,6
谅解,諒解,liàngjiě,6
晾,晾,liàng,6
辽阔,遼闊,liáokuò,6
辽,遼,liáo,6
列举,列舉,lièjǔ,6
临床,臨床,línchuáng,6
淋,淋,lín,6
吝啬,吝啬,lìnsè,6
吝,吝,lìn,6
啬,啬,sè,6
伶俐,伶俐,línglì,6
伶,伶,ling/líng,6
俐,俐,lì,6
灵感,靈感,línggǎn,6
灵魂,靈魂,línghún,6
魂,魂,hún,6
灵敏,靈敏,língmǐn,6
凌晨,淩晨,língchén,6
晨,晨,chen/chén,6
零星,零星,língxīng,6
领会,領會,lǐnghuì,6
领事馆,領事館,lǐngshìguǎn,6
领土,領土,lǐngtǔ,6
领悟,領悟,lǐngwù,6
领先,領先,lǐngxiān,6
领袖,領袖,lǐngxiù,6
袖,袖,xiù,6
溜,溜,liū,6
留恋,留戀,liúliàn,6
留念,留念,liúniàn,6
留神,留神,liú shén,6
流浪,流浪,liúlàng,6
流露,流露,liúlù,6
流氓,流氓,liúmáng,6
